id,observed_on_string,observed_on,Unnamed: 3,year,time_observed_at,time_zone,user_id,user_login,Source,created_at,updated_at,quality_grade,license,url,image_url,place_guess,latitude,longitude,species_guess,scientific_name,common_name,taxon_id,combined lat and long
106000000,2021/09/09 6:09 PM CEST,9/9/21 0:00,,,2021-09-09 16:09:00 UTC,Vienna,477431,carnifex,iNaturalist,2022-01-24 21:23:34 UTC,2022-01-24 21:27:09 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/105518661,https://inaturalist-open-data.s3.amazonaws.com/photos/177063289/medium.jpeg,"88167 MaierhÃƒÂ¶fen, Deutschland",47.64809,10.03161,Stigmatomyces entomophilus,Stigmatomyces entomophilus,,,"47.64809,10.03161"
96007182,2021/09/10 4:51 PM CEST,10/9/21 0:00,,,2021-09-10 14:51:00 UTC,Vienna,477431,carnifex,iNaturalist,2021-09-24 20:47:41 UTC,2022-01-24 21:22:40 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/96007182,https://inaturalist-open-data.s3.amazonaws.com/photos/177063141/medium.jpeg,"88167 MaierhÃƒÂ¶fen, Deutschland",47.64809,10.03161,Stigmatomyces entomophilus,Stigmatomyces entomophilus,,,"47.64809,10.03161"
,,12/9/21 0:00,,,12/9/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.52359,13.28994,,Hesperomyces virescens,,,"52.52359,13.28994"
,,12/9/21 0:00,,,12/9/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.40603,6.999968,,Hesperomyces virescens,,,"51.40603,6.999968"
,,13/09/2021,,,13/09/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.57359,13.20662,,Hesperomyces virescens,,,"52.57359,13.20662"
,,26/09/2021,,,26/09/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.52359,13.28994,,Hesperomyces virescens,,,"52.52359,13.28994"
,,26/09/2021,,,26/09/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.13776,7.237849,,Hesperomyces virescens,,,"50.13776,7.237849"
96722719,2021/09/30 3:31 PM CEST,30/09/2021,,,2021-09-30 13:31:00 UTC,Paris,2697567,glandarius,iNaturalist,2021-09-30 20:44:13 UTC,2021-12-10 13:39:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/96722719,https://inaturalist-open-data.s3.amazonaws.com/photos/160728198/medium.jpeg,"Bezirk Treptow-KÃƒÂ¶penick, Berlin, Deutschland",52.47983,13.49231,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.47983,13.49231"
97136088,Mon Oct 04 2021 13:22:02 GMT+0200 (GMT+2),4/10/21 0:00,,,2021-10-04 10:22:02 UTC,Athens,3337680,smellyaltka,iNaturalist,2021-10-04 12:33:51 UTC,2022-04-04 19:50:49 UTC,research,,https://www.inaturalist.org/observations/97136088,https://static.inaturalist.org/photos/161484079/medium.jpg,"WiÃ…â€ºnicka, Bochnia, Lesser Poland, PL",49.95594,20.43088,Hesperomyces virescens,Hesperomyces virescens,Green Beetle Hanger,,"49.95594,20.43088"
97452208,Thu Oct 07 2021 15:52:16 GMT+0200 (GMT+2),7/10/21 0:00,,,2021-10-07 12:52:16 UTC,Athens,32124,martingrimm,iNaturalist,2021-10-07 15:35:50 UTC,2021-10-07 18:57:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97452208,https://inaturalist-open-data.s3.amazonaws.com/photos/162075680/medium.jpg,"LeibnizstraÃƒÅ¸e, Leipzig, Sachsen, DE",51.34616,12.36356,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.34616,12.36356"
,,8/10/21 0:00,,,8/10/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.96924,8.46072,,Hesperomyces virescens,,,"49.96924,8.46072"
98297254,Fri Oct 15 2021 16:58:06 GMT+0200 (GMT+2),15/10/2021,,,2021-10-15 13:58:06 UTC,Athens,2329753,nicelias,iNaturalist,2021-10-15 17:59:20 UTC,2021-12-10 13:26:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98297254,https://inaturalist-open-data.s3.amazonaws.com/photos/163623966/medium.jpg,"Grazer StraÃƒÅ¸e, Judendorf, Steiermark, AT",47.11629,15.35092,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"47.11629,15.35092"
98406235,########,16/10/2021,,,2021-10-16 12:58:02 UTC,Prague,4223136,malinaj,iNaturalist,2021-10-16 18:48:09 UTC,2021-12-10 13:25:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98406235,https://inaturalist-open-data.s3.amazonaws.com/photos/163829210/medium.jpeg,"400 01 ÃƒÅ¡stÃƒÂ­ nad Labem-ÃƒÅ¡stÃƒÂ­ nad Labem-mÃ„â€ºsto, Ã„Å’esko",50.6685,14.02696,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.6685,14.02696"
98495142,Sun Oct 17 2021 17:06:18 GMT+0200 (GMT+2),17/10/2021,,,2021-10-17 14:06:18 UTC,Athens,32124,martingrimm,iNaturalist,2021-10-17 15:06:54 UTC,2021-12-10 13:25:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98495142,https://inaturalist-open-data.s3.amazonaws.com/photos/163999086/medium.jpg,"TschaikowskistraÃƒÅ¸e, Leipzig, Sachsen, DE",51.34455,12.36095,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.34455,12.36095"
106000000,2021/10/18 2:07 PM CEST,18/10/2021,,,2021-10-18 12:07:00 UTC,Paris,1409524,mobbini,iNaturalist,2022-02-07 19:47:30 UTC,2022-02-08 08:31:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106331911,https://inaturalist-open-data.s3.amazonaws.com/photos/178600226/medium.jpg,"Mitte, Leipzig, Deutschland",51.35123,12.3515,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.35123,12.3515"
,,18/10/2021,,,18/10/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.77379,12.87338,,Hesperomyces virescens,,,"50.77379,12.87338"
,,18/10/2021,,,18/10/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.08195,13.75471,,Hesperomyces virescens,,,"51.08195,13.75471"
,,18/10/2021,,,18/10/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,47.64837,7.568632,,Hesperomyces virescens,,,"47.64837,7.568632"
106000000,2021/10/19 2:56 PM CEST,19/10/2021,,,2021-10-19 12:56:00 UTC,Paris,5333744,sascha_n,iNaturalist,2022-02-08 18:22:29 UTC,2022-02-08 19:31:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106388557,https://inaturalist-open-data.s3.amazonaws.com/photos/178707970/medium.jpg,"Berliner Innenstadt, Berlin, Deutschland",52.52738,13.43474,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.52738,13.43474"
106000000,2021/10/19 3:42 PM CEST,19/10/2021,,,2021-10-19 13:42:00 UTC,Paris,5333744,sascha_n,iNaturalist,2022-02-08 18:28:49 UTC,2022-02-10 12:07:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106388916,https://inaturalist-open-data.s3.amazonaws.com/photos/178708577/medium.jpg,"Berliner Innenstadt, Berlin, Deutschland",52.52745,13.43469,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.52745,13.43469"
109000000,########,19/10/2021,,,2021-10-19 12:37:52 UTC,Vienna,477431,carnifex,iNaturalist,2022-03-24 13:12:31 UTC,2022-03-24 13:26:12 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/109366448,https://inaturalist-open-data.s3.amazonaws.com/photos/164456919/medium.jpeg,"Neulerchenfeld, 1160 Wien, Ãƒâ€“sterreich",48.20605,16.33428,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.20605,16.33428"
101000000,2021/10/22 10:02 AM CEST,22/10/2021,,,2021-10-22 08:02:00 UTC,Bern,2948141,herlinth,iNaturalist,2021-11-12 17:08:57 UTC,2021-12-09 23:28:33 UTC,research,,https://www.inaturalist.org/observations/100937328,https://static.inaturalist.org/photos/168518834/medium.jpg,"WÃƒÂ¤denswil, Schweiz",47.22613,8.675563,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.22613,8.675563"
99208799,Sun Oct 24 2021 12:33:32 GMT +0200 (GMT+2),24/10/2021,,,2021-10-24 09:33:32 UTC,Athens,4394158,fejanor,iNaturalist,2021-10-24 13:07:05 UTC,2022-05-03 14:03:18 UTC,research,,https://www.inaturalist.org/observations/99208799,https://static.inaturalist.org/photos/165334228/medium.jpeg,"Dresden, DE-SN, DE",51.04174,13.72173,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.04174,13.72173"
99475826,2021/10/26 3:47 PM CEST,26/10/2021,,,2021-10-26 13:47:00 UTC,Paris,2939071,khd,iNaturalist,2021-10-26 18:14:45 UTC,2021-12-09 23:37:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99475826,https://static.inaturalist.org/photos/165832302/medium.jpeg,"61440 Oberursel (Taunus), Deutschland",50.20132,8.577102,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.20132,8.577102"
107000000,2021/10/26 4:28 PM CEST,26/10/2021,,,2021-10-26 14:28:00 UTC,Paris,1409524,mobbini,iNaturalist,2022-02-16 20:05:37 UTC,2022-02-17 18:28:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/106874703,https://inaturalist-open-data.s3.amazonaws.com/photos/179635573/medium.jpg,"Gohlis, Leipzig, Deutschland",51.36668,12.38213,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.36668,12.38213"
99628929,########,28/10/2021,,,2021-10-28 14:29:02 UTC,Vienna,960916,szucsich,iNaturalist,2021-10-28 14:34:20 UTC,2021-12-09 23:36:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99628929,https://inaturalist-open-data.s3.amazonaws.com/photos/166124163/medium.jpeg,"Wieden, 1040 Wien, Ãƒâ€“sterreich",48.19669,16.36224,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.19669,16.36224"
99712691,2021/10/29 4:07 PM CEST,29/10/2021,,,2021-10-29 14:07:00 UTC,Paris,4682425,caprimulgus_psilocinus,iNaturalist,2021-10-29 15:39:00 UTC,2022-01-24 23:58:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99712691,https://inaturalist-open-data.s3.amazonaws.com/photos/166283618/medium.jpg,"Hamburg-Nord, Hamburg, Deutschland",53.59598,9.980292,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"53.59598,9.980292"
99723210,########,29/10/2021,,,2021-10-29 12:07:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2021-10-29 18:05:26 UTC,2021-12-09 23:35:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/99723210,https://inaturalist-open-data.s3.amazonaws.com/photos/166303407/medium.jpeg,"14052 Berlin, Germany",52.50702,13.26937,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.50702,13.26937"
99776882,2021/10/29 12:02 PM CEST,29/10/2021,,,2021-10-29 10:02:00 UTC,Paris,1506635,martinvas,iNaturalist,2021-10-30 11:12:39 UTC,2021-12-09 23:35:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99776882,https://inaturalist-open-data.s3.amazonaws.com/photos/166404744/medium.jpeg,"682 01 VyÃ…Â¡kov, Ã„Å’esko",49.29548,17.01286,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.29548,17.01286"
99856835,2021/10/29 2:47 PM +0300,29/10/2021,,,2021-10-29 11:47:00 UTC,Istanbul,2525734,danamihaimileazachi,iNaturalist,2021-10-31 08:25:06 UTC,2021-12-09 23:40:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99856835,https://inaturalist-open-data.s3.amazonaws.com/photos/166556279/medium.jpg,"Pajura, BucureÃˆâ„¢ti, Romania",44.48408,26.05828,Hesperomyces virescens,Hesperomyces virescens,Green Beetle Hanger,,"44.48408,26.05828"
99794435,########,30/10/2021,,,2021-10-30 08:24:18 UTC,Vienna,2814429,drosophila,iNaturalist,2021-10-30 15:52:25 UTC,2021-12-09 23:35:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99794435,https://inaturalist-open-data.s3.amazonaws.com/photos/166437889/medium.jpeg,"Dornbach, Wien, Ãƒâ€“sterreich",48.22506,16.31934,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.22506,16.31934"
108000000,2021/10/30 12:24 PM IST,30/10/2021,,,2021-10-30 11:24:00 UTC,Dublin,406074,rockwolf,iNaturalist,2022-03-10 16:30:45 UTC,2022-03-10 17:47:00 UTC,research,,https://www.inaturalist.org/observations/108308218,https://static.inaturalist.org/photos/182331358/medium.jpeg,"Shrewsbury, UK",52.71215,-2.74267,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.71215,-2.74267"
108000000,2021/10/30 2:32 PM IST,30/10/2021,,,2021-10-30 13:32:00 UTC,Dublin,406074,rockwolf,iNaturalist,2022-03-10 16:32:07 UTC,2022-03-10 17:47:09 UTC,research,,https://www.inaturalist.org/observations/108308325,https://static.inaturalist.org/photos/182331619/medium.jpeg,"Coleham, Shrewsbury, UK",52.70368,-2.75288,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.70368,-2.75288"
108000000,2021/10/30 3:03 PM IST,30/10/2021,,,2021-10-30 14:03:00 UTC,Dublin,406074,rockwolf,iNaturalist,2022-03-10 16:33:33 UTC,2022-03-10 17:47:14 UTC,research,,https://www.inaturalist.org/observations/108308399,https://static.inaturalist.org/photos/182331709/medium.jpeg,"Shrewsbury, UK",52.70637,-2.76047,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.70637,-2.76047"
100000000,2021/10/31 9:29 AM CET,31/10/2021,,,2021-10-31 08:29:00 UTC,Paris,3485919,superjeeg,iNaturalist,2021-11-01 21:55:08 UTC,2021-12-10 13:22:23 UTC,research,,https://www.inaturalist.org/observations/100015100,https://static.inaturalist.org/photos/166862707/medium.jpg,"Le Vieux Saint-Maur, Saint-Maur-des-FossÃƒÂ©s, Francia",48.81089,2.474495,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.81089,2.474495"
101000000,2021/10/31 3:10 PM UTC,31/10/2021,,,2021-10-31 15:10:00 UTC,UTC,4113500,mayerb,iNaturalist,2021-11-19 10:29:36 UTC,2021-11-19 21:34:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101456925,https://inaturalist-open-data.s3.amazonaws.com/photos/169446907/medium.jpeg,"VÃƒÂ¶hringen, Deutschland",48.30321,10.08746,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"48.30321,10.08746"
,,31/10/2021,,,31/10/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.51477,13.41611,,Hesperomyces virescens,,,"52.51477,13.41611"
100000000,########,3/11/21 0:00,,,2021-11-03 13:36:24 UTC,Berlin,4508713,olhabess,iNaturalist,2021-11-03 13:38:23 UTC,2021-12-09 23:32:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100143717,https://inaturalist-open-data.s3.amazonaws.com/photos/167105305/medium.jpeg,"Dresden, DE-SN, DE",51.01989,13.70828,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.01989,13.70828"
101000000,Sun Nov 07 2021 16:05:51 GMT+0000 (GMT),7/11/21 0:00,,,2021-11-07 16:05:51 UTC,London,353381,wildhamandpetersham,iNaturalist,2021-11-07 21:39:43 UTC,2021-11-12 22:29:00 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/100534818,https://inaturalist-open-data.s3.amazonaws.com/photos/167809503/medium.jpg,"Richmond upon Thames, Richmond, England, GB",51.43559,-0.32298,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.43559,-0.32298"
101000000,Sun Nov 07 2021 16:31:44 GMT+0000 (GMT),7/11/21 0:00,,,2021-11-07 16:31:44 UTC,London,353381,wildhamandpetersham,iNaturalist,2021-11-08 00:21:25 UTC,2021-11-12 22:28:37 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/100548408,https://inaturalist-open-data.s3.amazonaws.com/photos/167835238/medium.jpg,"Richmond upon Thames, Richmond, England, GB",51.437,-0.32472,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.437,-0.32472"
101000000,2021/11/08 10:54 AM CET,8/11/21 0:00,,,2021-11-08 09:54:00 UTC,Paris,1506635,martinvas,iNaturalist,2021-11-10 18:19:56 UTC,2021-12-09 23:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100786359,https://inaturalist-open-data.s3.amazonaws.com/photos/168247619/medium.jpeg,"682 01 VyÃ…Â¡kov, Ã„Å’esko",49.29476,17.01165,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.29476,17.01165"
107000000,2021/11/08 2:25 PM CET,8/11/21 0:00,,,2021-11-08 13:25:00 UTC,Paris,5333744,sascha_n,iNaturalist,2022-02-10 19:35:39 UTC,2022-02-11 01:01:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106507341,https://inaturalist-open-data.s3.amazonaws.com/photos/178929145/medium.jpg,"Mitte, Berlin, Deutschland",52.54339,13.33244,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"52.54339,13.33244"
101000000,Fri Nov 19 2021 11:21:30 GMT+0100 (GMT+1),19/11/2021,,,2021-11-19 10:21:30 UTC,Prague,1807156,daczison,iNaturalist,2021-11-19 20:54:33 UTC,2021-11-20 01:07:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101486936,https://inaturalist-open-data.s3.amazonaws.com/photos/169496856/medium.jpg,"Nad hradnÃƒÂ­m vodojemem, Praha, HlavnÃƒÂ­ mÃ„â€ºsto Praha, CZ",50.09253,14.37694,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.09253,14.37694"
103000000,########,9/12/21 0:00,,,2021-12-09 19:21:24 UTC,Vienna,5124422,mariushabenau,iNaturalist,2021-12-09 19:23:41 UTC,2021-12-10 20:55:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102779485,https://inaturalist-open-data.s3.amazonaws.com/photos/171882733/medium.jpeg,"Gemeinde Krumegg, Ãƒâ€“sterreich",47.03269,15.64679,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.03269,15.64679"
106000000,2022/01/24 5:54 PM CET,24/01/2022,,,2022-01-24 16:54:00 UTC,Paris,1442162,rob-westerduijn,iNaturalist,2022-02-02 17:14:21 UTC,2022-02-02 17:14:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/106025985,https://inaturalist-open-data.s3.amazonaws.com/photos/178029371/medium.jpeg,"Leidschendam, Nederland",52.08789,4.414823,Laboulbenia notiophili,Laboulbenia notiophili,,,"52.08789,4.414823"
106000000,########,8/2/22 0:00,,,2022-02-08 21:13:41 UTC,Berlin,4494767,hermann_gruber,iNaturalist,2022-02-08 22:20:03 UTC,2022-02-09 09:53:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106400907,https://inaturalist-open-data.s3.amazonaws.com/photos/178731108/medium.jpeg,"Obersaal, 93342 Saal an der Donau, Deutschland",48.89708,11.92825,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.89708,11.92825"
107000000,########,16/02/2022,,,2022-02-16 12:11:42 UTC,Berlin,5306762,fippe,iNaturalist,2022-02-16 12:17:15 UTC,2022-02-19 15:09:53 UTC,research,CC-BY,https://www.inaturalist.org/observations/106852505,https://inaturalist-open-data.s3.amazonaws.com/photos/179593857/medium.jpeg,Hannover,52.33513,9.83866,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.33513,9.83866"
107000000,########,20/02/2022,,,2022-02-20 13:21:27 UTC,UTC,2329740,karimstrohriegl,iNaturalist,2022-02-20 16:50:31 UTC,2022-02-20 19:58:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/107116536,https://inaturalist-open-data.s3.amazonaws.com/photos/180094553/medium.jpeg,"Steiermark, AT",47.10078,15.53307,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.10078,15.53307"
108000000,Thu Mar 03 2022 14:02:15 GMT+0100 (GMT+1),3/3/22 0:00,,,2022-03-03 13:02:15 UTC,Amsterdam,4859295,zymi,iNaturalist,2022-03-03 13:26:27 UTC,2022-03-03 21:19:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/107820586,https://inaturalist-open-data.s3.amazonaws.com/photos/181418204/medium.jpg,"La-Clayetter-StraÃƒÅ¸e, GÃƒÂ¶llheim, Rheinland-Pfalz, DE",49.58833,8.047506,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.58833,8.047506"
108000000,2022/03/07 11:25 AM CET,7/3/22 0:00,,,2022-03-07 10:25:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2022-03-07 18:00:55 UTC,2022-03-11 20:59:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/108121076,https://inaturalist-open-data.s3.amazonaws.com/photos/181975408/medium.jpeg,"Berlin, Berlin, Germany",52.48819,13.32138,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.48819,13.32138"
109000000,Sun Mar 13 2022 15:08:57 GMT+0100 (GMT+1),13/03/2022,,,2022-03-13 14:08:57 UTC,Amsterdam,4859295,zymi,iNaturalist,2022-03-13 14:10:15 UTC,2022-03-13 17:36:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/108506347,https://inaturalist-open-data.s3.amazonaws.com/photos/182700514/medium.jpg,"La-Clayetter-StraÃƒÅ¸e, GÃƒÂ¶llheim, Rheinland-Pfalz, DE",49.58828,8.047342,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.58828,8.047342"
109000000,Fri Mar 18 2022 13:42:44 GMT+0100 (GMT+1),18/03/2022,,,2022-03-18 12:42:44 UTC,Amsterdam,1497248,juliana_leshchenko,iNaturalist,2022-03-18 12:44:01 UTC,2022-03-21 17:53:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/108867179,https://inaturalist-open-data.s3.amazonaws.com/photos/183381560/medium.jpg,"BotanickÃƒÂ¡ zahrada PÃ…â„¢ÃƒÂ­rodovÃ„â€ºdeckÃƒÂ© fakulty Univerzity Karlovy, Praha, HlavnÃƒÂ­ mÃ„â€ºsto Praha, CZ",50.07171,14.42115,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"50.07171,14.42115"
109000000,2022/03/18 1:28 PM CET,18/03/2022,,,2022-03-18 12:28:00 UTC,Paris,5333744,sascha_n,iNaturalist,2022-03-18 20:12:43 UTC,2022-03-18 22:22:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108895006,https://inaturalist-open-data.s3.amazonaws.com/photos/183430643/medium.jpeg,"Bezirk Reinickendorf, Berlin, Deutschland",52.56997,13.29833,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.56997,13.29833"
109000000,########,20/03/2022,,,,UTC,2750003,dariop9167,iNaturalist,2022-03-20 19:22:01 UTC,2022-03-21 08:45:09 UTC,needs_id,,https://www.inaturalist.org/observations/109073349,https://static.inaturalist.org/photos/183764377/medium.jpeg,Castello e Parco di Masino,45.39191,7.959255,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"45.39191,7.959255"
109000000,2022/03/20 1:16 PM CET,20/03/2022,,,2022-03-20 12:16:00 UTC,Paris,5333744,sascha_n,iNaturalist,2022-03-20 19:23:29 UTC,2022-03-20 23:15:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109073498,https://inaturalist-open-data.s3.amazonaws.com/photos/183764197/medium.jpeg,"Berliner Innenstadt, Berlin, Deutschland",52.52765,13.4391,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"52.52765,13.4391"
